IDText,Text,clean_text,processed_text,text_length,predicted_label
TXT0782,"@PartaiSocmed Diantara semua calon yg bertanding, cm Prabowo yg pernah berurusan dg kasus pelanggaran HAM berat! [RE Lam_Sijan]", diantara semua calon yg bertanding cm prabowo yg pernah berurusan dg kasus pelanggaran ham berat ,calon yg bertanding cm prabowo yg berurusan dg pelanggaran ham berat,68,Politik
TXT0783,"Slogan Baru Anies: Indonesia Absence No More, Respected Forever. ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚â€¡

""Indonesia Absence No More, Respected Forever,"" kata Anies memungkasi pernyataan penutupnya sembari menyilangkan tangan di dada. IniÃƒÂ¢Ã‚â‚¬Ã‚Â¦ https://t.co/vkHA3zr3PG #PolitikPemerintahan via @beritajatimcom","slogan baru anies indonesia absence no more respected forever 

indonesia absence no more respected forever kata anies memungkasi pernyataan penutupnya sembari menyilangkan tangan di dada ini   via ",slogan anies indonesia absence no more respected forever indonesia absence no more respected forever anies memungkasi pernyataan penutupnya sembari menyilangkan tangan dada via,176,Politik
TXT0784,Pasangan Duet Capres Cawapres Ganjar Pranowo  dan Prof Mahfud MD lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk Indonesia!JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/IYTmOKXzmG,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajna    ,pasangan duet capres cawapres ganjar pranowo prof mahfud md fokus bikin regulasi hukum gak bikin investor mikir kali masuk indonesiajna,135,Politik
TXT0785,"@xquitavee tapi bener kok kata anies, 01 dan 03 cerita pengalaman ketika menjabat, kenapa 02 tidak menceritakan pengalaman dia sebagai menhan, malah selalu blg, saya akan saya akan ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€˜ [RE RSoewarianto]", tapi bener kok kata anies  dan  cerita pengalaman ketika menjabat kenapa  tidak menceritakan pengalaman dia sebagai menhan malah selalu blg saya akan saya akan  ,bener anies cerita pengalaman menjabat menceritakan pengalaman menhan blg,73,Politik
TXT0786,"Secara Moral Prabowo  sudah tak pantss  bicara di depan rakyat, program food industri yg hanya sisanya  tanah gundul,  singkongnya tak ada, gagal",secara moral prabowo  sudah tak pantss  bicara di depan rakyat program food industri yg hanya sisanya  tanah gundul  singkongnya tak ada gagal,moral prabowo pantss bicara rakyat program food industri yg sisanya tanah gundul singkongnya gagal,98,Politik
TXT0787,"@99propaganda @prabowo Calon pejabat publik
Hrs siap dikuliti kelemahannya
Shg pejabat publik terpilih bnr2 bs jd tauladan

2 x debat lg...
Moga klo ada capres-cawapres yg punya rekam jejak menyimpang dari hukum, konstitusi, &amp; etika dpt diungkap dlm debat

Cth: sring nenggak miras, dugem, selingkuh dll","  calon pejabat publik
hrs siap dikuliti kelemahannya
shg pejabat publik terpilih bnr bs jd tauladan

 x debat lg
moga klo ada caprescawapres yg punya rekam jejak menyimpang dari hukum konstitusi  etika dpt diungkap dlm debat

cth sring nenggak miras dugem selingkuh dll",calon pejabat publik hrs dikuliti kelemahannya shg pejabat publik terpilih bnr bs jd tauladan x debat lg moga klo caprescawapres yg rekam jejak menyimpang hukum konstitusi etika dpt diungkap dlm debat cth sring nenggak miras dugem selingkuh dll,244,Politik
TXT0788,Sumitro mengakui sifat Prabowo yang arogan dan temperamental. Sumitro pun mengakui bahwa Prabowo menculik 9 aktivis pro demokrasi pada masa-masa sebelum Reformasi 1998 https://t.co/sLtcL22PQO,sumitro mengakui sifat prabowo yang arogan dan temperamental sumitro pun mengakui bahwa prabowo menculik  aktivis pro demokrasi pada masamasa sebelum reformasi  ,sumitro mengakui sifat prabowo arogan temperamental sumitro mengakui prabowo menculik aktivis pro demokrasi masamasa reformasi,126,Politik
TXT0789,"@cuitcuap_ Mendukung abis, kerja yang MASBowoGBran PASTInya selalu kerjain, itu seperti investasi utk nusantara, benefitnya yaitu negeri ini jadi sejahtera.

#BanyakYgBalikKe02
KarenaHATI BAIKPakBowo
@prabowo @prabowogibran02"," mendukung abis kerja yang masbowogbran pastinya selalu kerjain itu seperti investasi utk nusantara benefitnya yaitu negeri ini jadi sejahtera

 baikpakbowo
 ",mendukung abis kerja masbowogbran pastinya kerjain investasi utk nusantara benefitnya negeri sejahtera baikpakbowo,114,Politik
TXT0790,"@Kimberley_2024 Sebelum debat,,prabowo sudah menguasai materi nya,apalgi mdaalah pertahanan itu hbitat nya dia,,,,sesudah debat,prabowo dikeroyok,,dgn cra iniblah itu lah,,elo kirain cpres lain bodoh apa? Yg disampikan paslon lain itu sebahagian aspirasi rakyat,aplgi msaalh etika.", sebelum debatprabowo sudah menguasai materi nyaapalgi mdaalah pertahanan itu hbitat nya diasesudah debatprabowo dikeroyokdgn cra iniblah itu lahelo kirain cpres lain bodoh apa yg disampikan paslon lain itu sebahagian aspirasi rakyataplgi msaalh etika,debatprabowo menguasai materi nyaapalgi mdaalah pertahanan hbitat nya diasesudah debatprabowo dikeroyokdgn cra iniblah lahelo kirain cpres bodoh yg disampikan paslon sebahagian aspirasi rakyataplgi msaalh etika,210,Politik
TXT0791,ÃƒÂ°Ã‚Å¸Ã‚â€œÃ‚Â®  Ganjar Mahfud Hebat #3GM #Coblos3 #DuluJokowiSekarangGanjar \'a0anisfauzan1\'a0 prabowo\'a0 aniesbaswedan \'a0 bersih KuatkanKPK SikatKorupsi Hebat\'a0 Tauhid,  ganjar mahfud hebat    aanisfauzana prabowoa aniesbaswedan a bersih kuatkankpk sikatkorupsi hebata tauhid,ganjar mahfud hebat aanisfauzana prabowoa aniesbaswedan a bersih kuatkankpk sikatkorupsi hebata tauhid,102,Politik
TXT0792,"Surat Terbuka Untuk (Hati Nurani) Akun Akun Pendukung 02

Tolong bantu sebarkan, agar mereka tau saya mempertanyakan hati nurani mereka.

Selamat Dini Hari rekan2 akun pendukung Prabowo dan Gibran. Saya bertanya ke (hati nurani) rekan2 semua, jadi tolong biarkanlah (hati nurani) rekan2 semua menjawab dengan jujur dan apa adanya.

Rekan2 tau kalo Gibran bisa maju sebagai cawapres, berlandaskan aturan yg dibuat dalam situasi dan kondisi sarat pelanggaran etik. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo Gibran mendaftar saat revisi batas usia dalam PKPU belum dibuat, dan Gibran tetap bisa mendaftar. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo UU IKN memberikan kewenangan luar biasa besar kepada eksekutif untuk menerabas aturan apapun. Prabowo Gibran mendukung ini. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo Prabowo belum diperiksa terkait kasus pelanggaran HAM di masa lampau. Bahkan rekan2 dengan suka cita membengkokkan isu ini seakan hanya isu 5 tahunan. 800 kali kegiatan Kamisan dilakukan dan tidak pernah ada aksi nyata. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo proses Gibran maju sebagai walikota Solo adalah proses instan. Dia mengambil form bacawalkot bersamaan dengan mengambil form anggota PDIP. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 (yg tinggal di Jakarta) tau kalo CFD adalah kegiatan yg terbebas dari kegiatan politik, dan Gibran santai saja bagi2 susu di sana. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau Prabowo tampak emosional di debat capres 1 dan 2, Gibran pada debat capres 1 melakukan gesture provokatif ke pendukung lawan. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo seseorang bernama Miftah, membagi2kan uang bersamaan dengan mengkampanyekan Prabowo Gibran. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau Prabowo kerap mengucapkan kata2 kasar dan provokatif di depan massa, entah itu acara tertutup ataupun terbuka untuk umum. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo bansos pengadaannya menggunakan uang negara dan tidak pantas diklaim oleh seorang menteri sembari mengkampanyekan Prabowo Gibran. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo Presiden sampai jadi jubir KPU, jubir Kemenhan dan jubir paslon 02. Beliau sangat gercep jika menyangkut isu terkait Prabowo Gibran. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo Presiden seharusnya tidak memihak, dan Beliau tanpa tedeng aling2 menunjukkan sikap mendukung 02. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo Prabowo adalah pengusaha kelas kakap, tanah yang dia kuasai luar biasa luas, dan rekan2 menuding orang lain yg menjadi oligark pengusaha. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau kalo fasilitas negara tidak diperkenankan digunakan untuk kepentingan pribadi, dan Prabowo kerap menerabas aturan ini tanpa malu2. Itu tidak membuat (hati nurani) mu terganggu?

Rekan2 tau, banyak akun yg sebelumnya terang2an menghujat Prabowo Gibran, tiba2 berbalik arah memuja2 mereka berdua. Itu tidak membuat (hati nurani) mu terganggu?

Walaupun segala sepak terjang duo manusia Prabowo Gibran ini ditujukan untuk kepentingan bangsa dan negara, tapi tujuan itu hendak dicapai dengan cara yg membengkokkan dan menerabas aturan sana sini. Itu tidak membuat (hati nurani) mu terganggu?

Saya tantang (hati nurani) rekan2 pendukung 02 untuk menjawab surat terbuka saya ini, agar bisa kita nilai bersama kapasitas (hati nurani) semua rekan2 pendukung 02. Itu pun kalo rekan2 berani bertanya ke hati nurani rekan2 sendiri. [RE pedagang_kritik]","surat terbuka untuk hati nurani akun akun pendukung 

tolong bantu sebarkan agar mereka tau saya mempertanyakan hati nurani mereka

selamat dini hari rekan akun pendukung prabowo dan gibran saya bertanya ke hati nurani rekan semua jadi tolong biarkanlah hati nurani rekan semua menjawab dengan jujur dan apa adanya

rekan tau kalo gibran bisa maju sebagai cawapres berlandaskan aturan yg dibuat dalam situasi dan kondisi sarat pelanggaran etik itu tidak membuat hati nurani mu terganggu

rekan tau kalo gibran mendaftar saat revisi batas usia dalam pkpu belum dibuat dan gibran tetap bisa mendaftar itu tidak membuat hati nurani mu terganggu

rekan tau kalo uu ikn memberikan kewenangan luar biasa besar kepada eksekutif untuk menerabas aturan apapun prabowo gibran mendukung ini itu tidak membuat hati nurani mu terganggu

rekan tau kalo prabowo belum diperiksa terkait kasus pelanggaran ham di masa lampau bahkan rekan dengan suka cita membengkokkan isu ini seakan hanya isu  tahunan  kali kegiatan kamisan dilakukan dan tidak pernah ada aksi nyata itu tidak membuat hati nurani mu terganggu

rekan tau kalo proses gibran maju sebagai walikota solo adalah proses instan dia mengambil form bacawalkot bersamaan dengan mengambil form anggota pdip itu tidak membuat hati nurani mu terganggu

rekan yg tinggal di jakarta tau kalo cfd adalah kegiatan yg terbebas dari kegiatan politik dan gibran santai saja bagi susu di sana itu tidak membuat hati nurani mu terganggu

rekan tau prabowo tampak emosional di debat capres  dan  gibran pada debat capres  melakukan gesture provokatif ke pendukung lawan itu tidak membuat hati nurani mu terganggu

rekan tau kalo seseorang bernama miftah membagikan uang bersamaan dengan mengkampanyekan prabowo gibran itu tidak membuat hati nurani mu terganggu

rekan tau prabowo kerap mengucapkan kata kasar dan provokatif di depan massa entah itu acara tertutup ataupun terbuka untuk umum itu tidak membuat hati nurani mu terganggu

rekan tau kalo bansos pengadaannya menggunakan uang negara dan tidak pantas diklaim oleh seorang menteri sembari mengkampanyekan prabowo gibran itu tidak membuat hati nurani mu terganggu

rekan tau kalo presiden sampai jadi jubir kpu jubir kemenhan dan jubir paslon  beliau sangat gercep jika menyangkut isu terkait prabowo gibran itu tidak membuat hati nurani mu terganggu

rekan tau kalo presiden seharusnya tidak memihak dan beliau tanpa tedeng aling menunjukkan sikap mendukung  itu tidak membuat hati nurani mu terganggu

rekan tau kalo prabowo adalah pengusaha kelas kakap tanah yang dia kuasai luar biasa luas dan rekan menuding orang lain yg menjadi oligark pengusaha itu tidak membuat hati nurani mu terganggu

rekan tau kalo fasilitas negara tidak diperkenankan digunakan untuk kepentingan pribadi dan prabowo kerap menerabas aturan ini tanpa malu itu tidak membuat hati nurani mu terganggu

rekan tau banyak akun yg sebelumnya terangan menghujat prabowo gibran tiba berbalik arah memuja mereka berdua itu tidak membuat hati nurani mu terganggu

walaupun segala sepak terjang duo manusia prabowo gibran ini ditujukan untuk kepentingan bangsa dan negara tapi tujuan itu hendak dicapai dengan cara yg membengkokkan dan menerabas aturan sana sini itu tidak membuat hati nurani mu terganggu

saya tantang hati nurani rekan pendukung  untuk menjawab surat terbuka saya ini agar bisa kita nilai bersama kapasitas hati nurani semua rekan pendukung  itu pun kalo rekan berani bertanya ke hati nurani rekan sendiri ",surat terbuka hati nurani akun akun pendukung tolong bantu sebarkan tau hati nurani selamat rekan akun pendukung prabowo gibran hati nurani rekan tolong biarkanlah hati nurani rekan jujur rekan tau kalo gibran maju cawapres berlandaskan aturan yg situasi kondisi sarat pelanggaran etik hati nurani mu terganggu rekan tau kalo gibran mendaftar revisi batas usia pkpu gibran mendaftar hati nurani mu terganggu rekan tau kalo uu ikn kewenangan eksekutif menerabas aturan apapun prabowo gibran mendukung hati nurani mu terganggu rekan tau kalo prabowo diperiksa terkait pelanggaran ham lampau rekan suka cita membengkokkan isu seakan isu tahunan kali kegiatan kamisan aksi nyata hati nurani mu terganggu rekan tau kalo proses gibran maju walikota solo proses instan mengambil form bacawalkot bersamaan mengambil form anggota pdip hati nurani mu terganggu rekan yg tinggal jakarta tau kalo cfd kegiatan yg terbebas kegiatan politik gibran santai susu hati nurani mu terganggu rekan tau prabowo emosional debat capres gibran debat capres gesture provokatif pendukung lawan hati nurani mu terganggu rekan tau kalo bernama miftah membagikan uang bersamaan mengkampanyekan prabowo gibran hati nurani mu terganggu rekan tau prabowo kerap kasar provokatif massa acara tertutup terbuka hati nurani mu terganggu rekan tau kalo bansos pengadaannya uang negara diklaim menteri sembari mengkampanyekan prabowo gibran hati nurani mu terganggu rekan tau kalo presiden jubir kpu jubir kemenhan jubir paslon beliau gercep isu terkait prabowo gibran hati nurani mu terganggu rekan tau kalo presiden beliau tedeng aling sikap mendukung hati nurani mu terganggu rekan tau kalo prabowo pengusaha kelas kakap tanah kuasai luas rekan menuding orang yg oligark pengusaha hati nurani mu terganggu rekan tau kalo fasilitas negara diperkenankan kepentingan pribadi prabowo kerap menerabas aturan malu hati nurani mu terganggu rekan tau akun yg terangan menghujat prabowo gibran berbalik arah memuja berdua hati nurani mu terganggu sepak terjang duo manusia prabowo gibran kepentingan bangsa negara tujuan dicapai yg membengkokkan menerabas aturan hati nurani mu terganggu tantang hati nurani rekan pendukung surat terbuka nilai kapasitas hati nurani rekan pendukung kalo rekan berani hati nurani rekan,2271,Politik
TXT0793,"Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD: Desa Presisi, investasi buat masa depan ekonomi yang kuat dan berdaya saing. #JNK #GanjarPranowoPilihanUmat https://t.co/SlZ9LJn8kv",program pasangan capres cawapres ganjar pranowo dan mahfud md desa presisi investasi buat masa depan ekonomi yang kuat dan berdaya saing   ,program pasangan capres cawapres ganjar pranowo mahfud md desa presisi investasi ekonomi kuat berdaya saing,107,Ekonomi
TXT0794,"Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD, solusi jitu buat dorong pertumbuhan ekonomi desa. #JNK #GanjarPranowoPilihanUmat https://t.co/6EXlK9zquP",program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa   ,program pasangan capres cawapres ganjar pranowo mahfud md solusi jitu dorong pertumbuhan ekonomi desa,101,Ekonomi
TXT0795,Kontrak terbuka Capres No 3 Pak Ganjar Pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/cmg7gAoOZ5,kontrak terbuka capres no  pak ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan   ,kontrak terbuka capres no ganjar pranowo undangan ambil menciptakan kedaulatan pangan,85,Politik
TXT0796,"ÃƒÂ°Ã‚Å¸Ã‚ÂÃ‚Â¯  Kesejahteraan masyarakat Jakarta menjadi prioritas utama d visi dan misi Pak Ganjar Pranowo dan Mahfud MD

 Ganjar Mahfud Hebat #Coblos3 #3GM #nazarpemilu #GanjarMahfudM3nangDebat https://t.co/TfUR5KefOh","  kesejahteraan masyarakat jakarta menjadi prioritas utama d visi dan misi pak ganjar pranowo dan mahfud md

 ganjar mahfud hebat     ",kesejahteraan masyarakat jakarta prioritas utama d visi misi ganjar pranowo mahfud md ganjar mahfud hebat,105,Politik
TXT0797,"Coba simak lagi jawaban Pak Prabowo tadi ya, emang kadang kalau didasari ambisi, data-data bisa dimanipulasi~

Kalau Pak Prabowo bicara atas dasar kepentingan Indonesia, ini baru orang yang bisa memimpin Indonesia. 

#PemimpinYangDinanti #WaktunyaPrabowo #DiplomasiProgresif02 https://t.co/5h2DBtwfCz [RE WaktunyaIDMaju]","coba simak lagi jawaban pak prabowo tadi ya emang kadang kalau didasari ambisi datadata bisa dimanipulasi

kalau pak prabowo bicara atas dasar kepentingan indonesia ini baru orang yang bisa memimpin indonesia 

    ",coba simak prabowo ya emang kadang didasari ambisi datadata dimanipulasi prabowo bicara dasar kepentingan indonesia orang memimpin indonesia,140,Politik
TXT0798,"Lagi-lagi kan malah bapak Prabowo sendiri yang menjelaskan apa yang sebenernya, laen kali di cari dengan betul lah apa apanya itu hehehe

#pemiludamai  #KitamudaLoginPakBowo #Palingjelas 02 Paling Pas Ãƒâ€šÃ‚Â  #IndonesiaKuatIndonesiaMaju #DiplomasiProgresifPrabowo #02Melanjutkan https://t.co/c70m7ICdip","lagilagi kan malah bapak prabowo sendiri yang menjelaskan apa yang sebenernya laen kali di cari dengan betul lah apa apanya itu hehehe

     paling pas      ",lagilagi prabowo sebenernya laen kali cari apanya hehehe pas,60,Politik
TXT0799,"Cawapres nomor urut 3 Mahfud MD menyatakan ada pelanggaran etik yang dilakukan oleh oknum Satpol PP dengan menyatakan dukungan terhadap salah satu paslon secara terbuka. 

Download #MetroTVXtend di Play Store & App Store.

#metrotv #pemilu2024 #pilpres2024 #theelectionchannelmetrotv #mahfudmd #prabowogibran #satpolpp #viral #pelanggaranetik @mohmahfudmd @ganjarpranowo @prabowogibran02 @gibran_tweet @prabowo [RE Metro_TV]","cawapres nomor urut  mahfud md menyatakan ada pelanggaran etik yang dilakukan oleh oknum satpol pp dengan menyatakan dukungan terhadap salah satu paslon secara terbuka 

download  di play store  app store

              ",cawapres nomor urut mahfud md pelanggaran etik oknum satpol pp dukungan salah paslon terbuka download play store app store,122,Politik
