text,label,clean_text,processed_text,text_length
RT Acara Desak Anies mendapat perhatian media internasional. Kampanye cerdasÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚ÂÃƒÂ°Ã‚Å¸Ã‚â€™Ã‚Â¯ #AMINSatukanIndonesia https://t.co/x8I02PwZMn [RE marlina_idha],Politik,rt acara desak anies mendapat perhatian media internasional kampanye cerdas   ,rt acara desak anies perhatian media internasional kampanye cerdas,66
"@waGAW+m8tV3W1iRwzu+MYHS7A/LlvVTcKALlAFaJyzE= Prabowo pastikan, rencana pendirian SMA Taruna Nusantara di Kalimantan akan terealisasi,"" kata sumber terpercaya. dekade08 Prabowo - Gibran",Sumber Daya Alam, prabowo pastikan rencana pendirian sma taruna nusantara di kalimantan akan terealisasi kata sumber terpercaya dekade prabowo  gibran,prabowo pastikan rencana pendirian sma taruna nusantara kalimantan terealisasi sumber terpercaya dekade prabowo gibran,118
"RT kinerja pak prabowo bukan hanya fokus pada modernisasi alutsista, tapi beliau juga dinilai telah mendorong perkembangan industri pertahanan dalam negeri loh #IndustriPertahananBelaPrabowo https://t.co/6G3auzCtr0 [RE transfter]",Pertahanan dan Keamanan,rt kinerja pak prabowo bukan hanya fokus pada modernisasi alutsista tapi beliau juga dinilai telah mendorong perkembangan industri pertahanan dalam negeri loh   ,rt kinerja prabowo fokus modernisasi alutsista beliau dinilai mendorong perkembangan industri pertahanan negeri loh,115
"Ganjar Pranowo, pemimpin yang tidak hanya duduk di kursi, tapi juga turun ke panggung, menunjukkan kepedulian te ÃƒÂ°Ã‚Å¸Ã‚â€Ã‚Â rhadap seni dan budaya Ganjar Mahfud Hebat #Coblos3 #3GM #DuluJokowiSekarangGanjar sertifikattanah untukrakyat https://t.co/CCIv7Klpou",Politik,ganjar pranowo pemimpin yang tidak hanya duduk di kursi tapi juga turun ke panggung menunjukkan kepedulian te  rhadap seni dan budaya ganjar mahfud hebat    sertifikattanah untukrakyat ,ganjar pranowo pemimpin duduk kursi turun panggung kepedulian te rhadap seni budaya ganjar mahfud hebat sertifikattanah untukrakyat,131
@RcbI3J5mXW1oZExX008lu9ktma8OF3VgbZtTwz8Qf/g= Pak Anies kan orang yang liberal tulen ya jadi mau agamanya apa akan dilindungi,Ideologi, pak anies kan orang yang liberal tulen ya jadi mau agamanya apa akan dilindungi,anies orang liberal tulen ya agamanya dilindungi,48
"RT Kapitalisme neoliberal tak cocok untuk Indonesia, kata Prabowo - ANTARA Kalimantan Tengah https://t.co/PbvdVo2aly #MenangSeputaran [RE AzhareAkiba]",Ideologi,rt kapitalisme neoliberal tak cocok untuk indonesia kata prabowo  antara kalimantan tengah   ,rt kapitalisme neoliberal cocok indonesia prabowo kalimantan,60
"RT Part yang mengandung bawang ÃƒÂ°Ã‚Å¸Ã‚Â¥Ã‚Âº Soal RUU PRT yang tak kunjung disahkan.. ""Negeri ini tidak cukup diatur pakai regulasi, negeri ini harus diatur dengan panggilan moral"" ~ Anies Baswedan #DesakAnies https://t.co/XXIZRMsHLS [RE Mdy_Asmara1701]",Politik,rt part yang mengandung bawang  soal ruu prt yang tak kunjung disahkan negeri ini tidak cukup diatur pakai regulasi negeri ini harus diatur dengan panggilan moral  anies baswedan   ,rt part mengandung bawang ruu prt kunjung disahkan negeri diatur pakai regulasi negeri diatur panggilan moral anies baswedan,124
"Melalui insentif Dana Kad3r Posyandu, Ganjar-Mahfud memberikan penghargaan setinggi langit untuk mereka yang berdedikasi memajukan kesehatan masyarakat @v8Y57SXzqFx3fK85X0xJcOaYLxP1H5G8C0t9YiMQQms= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/2azEULa7EP",Politik,melalui insentif dana kadr posyandu ganjarmahfud memberikan penghargaan setinggi langit untuk mereka yang berdedikasi memajukan kesehatan masyarakat     ,insentif dana kadr posyandu ganjarmahfud penghargaan langit berdedikasi memajukan kesehatan masyarakat,102
RT @tuspIMOhzLN9NtnbIFl4FetUlVk2XnICtuPRHRXqB1U= 5 taun jakarta aman ditangan anies..yg katanya bakal jadi suriah ke 2.. jangan fear mongering lah .kami lebih takut penculik berkuasa...bs dibantai kayak di santa cruz dlu [RE sambolado88],Pertahanan dan Keamanan,rt   taun jakarta aman ditangan aniesyg katanya bakal jadi suriah ke  jangan fear mongering lah kami lebih takut penculik berkuasabs dibantai kayak di santa cruz dlu ,rt taun jakarta aman ditangan aniesyg suriah fear mongering takut penculik berkuasabs dibantai kayak santa cruz dlu,115
"Sebagai sebuah Republik, sebagai sebuah negara yang berdemokrasi yang artinya adalah rakyat yang berkuasa,"" ujar Prabowo. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto",Politik,sebagai sebuah republik sebagai sebuah negara yang berdemokrasi yang artinya adalah rakyat yang berkuasa ujar prabowo     prabowo subianto,republik negara berdemokrasi rakyat berkuasa prabowo prabowo subianto,69
"RT Tanggapan serius Ganjar atas tindakan penganiayaan yang menimpa relawan Ganjar-Mahfud di Boyolali, Jawa Tengah. ""Ganjar: Saya Kira Oknum TNI yang Aniaya Mengerti aturan, Kalau Tidak Mengerti Pecat Saja"" @NM9nnAkJUTB3CFeglhBJNb/CiSyfCPhh3tZwbiqZPlw= #GanjarMahfud2024 #L3bihbaik https://t.co/FgVMJyU4Cy https://t.co/jkTwMZIEVv [RE denni_sauya]",Pertahanan dan Keamanan,rt tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja      ,rt tanggapan serius ganjar tindakan penganiayaan menimpa relawan ganjarmahfud boyolali jawa ganjar oknum tni aniaya mengerti aturan mengerti pecat,146
"Selanjutnya, pasangan Ganjar Pranowo-Mahfud MD menyanding nomor urut 3. Capres-cawapres ini didukung oleh PDI Perjuangan, Partai Persatuan Pembangunan (PPP), Partai Hanura, &amp; Partai Perindo. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto",Politik,selanjutnya pasangan ganjar pranowomahfud md menyanding nomor urut  caprescawapres ini didukung oleh pdi perjuangan partai persatuan pembangunan ppp partai hanura  partai perindo     prabowo subianto,pasangan ganjar pranowomahfud md menyanding nomor urut caprescawapres didukung pdi perjuangan partai persatuan pembangunan ppp partai hanura partai perindo prabowo subianto,172
"Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD, inspirasi buat pemimpin lokal yang peduli ekonomi. #JNK #GanjarPranowoPilihanUmat https://t.co/4VsXGPeR4j",Ekonomi,program pasangan capres cawapres ganjar pranowo dan mahfud md inspirasi buat pemimpin lokal yang peduli ekonomi   ,program pasangan capres cawapres ganjar pranowo mahfud md inspirasi pemimpin lokal peduli ekonomi,97
"RT Papua, 16 Januari 2024. Pak Anies janji atasi masalah tarif Tiket Pesawat yang mahal di Indonesia Timur. Pak Anies ingin membuat ekosistem penerbangan yang sehat, Menjangkau seluruh Wilayah Indonesia. #AMINAjaDulu #AniesMuhaimin2024 https://t.co/t9AeT7gqUs [RE BangPino__]",Politik,rt papua  januari  pak anies janji atasi masalah tarif tiket pesawat yang mahal di indonesia timur pak anies ingin membuat ekosistem penerbangan yang sehat menjangkau seluruh wilayah indonesia    ,rt papua januari anies janji atasi tarif tiket pesawat mahal indonesia timur anies ekosistem penerbangan sehat menjangkau wilayah indonesia,139
"RT Kalau saja pak @ZdIbkXHQMvqTzpLNTPs/BflJy7ya77sEGG1eSqmxMH4= mau cari point di debat semalam adalah hal yg simple.akan dia buka data satelit pertahanan,kapal selam chang bogo class,atau proyek ifx/kfx.Tapi itu tdk beliau buka..dia lebih suka di gebukin kedua capres lainnya,dari pada membuka rahasia pertahanan negara https://t.co/ecCst2ffyM [RE BoyRembaya]",Pertahanan dan Keamanan,rt kalau saja pak  mau cari point di debat semalam adalah hal yg simpleakan dia buka data satelit pertahanankapal selam chang bogo classatau proyek ifxkfxtapi itu tdk beliau bukadia lebih suka di gebukin kedua capres lainnyadari pada membuka rahasia pertahanan negara  ,rt cari point debat semalam yg simpleakan buka data satelit pertahanankapal selam chang bogo classatau proyek ifxkfxtapi tdk beliau bukadia suka gebukin capres lainnyadari membuka rahasia pertahanan negara,205
"RT Ini kata kunci nya ""HARGA DIRI RAKYAT"" yg ingin di angkat oleh pak Anies, bukan sebagai pemilik tangan dibawah, namun pemilik tangan diatas... APOLOGIZE TO ANIES ANIES DESERVE BETTER #GerombolanSiberat Panik #PahitManiesAlwaysWithAnies https://t.co/vuWFVU3sW9 [RE vjbarkat]",Politik,rt ini kata kunci nya harga diri rakyat yg ingin di angkat oleh pak anies bukan sebagai pemilik tangan dibawah namun pemilik tangan diatas apologize to anies anies deserve better  panik   ,rt kunci nya harga rakyat yg angkat anies pemilik tangan dibawah pemilik tangan diatas apologize to anies anies deserve better panik,132
RT Membludak Pagi ini Rabu 17 Januari 2024 .... Pak Anies Temui Puluhan ribu Simpatisan dan Relawan AMIN di Bone Makassar Sulawesi Selatan https://t.co/7tTw50yfJE [RE Yurissa_Samosir],Politik,rt membludak pagi ini rabu  januari   pak anies temui puluhan ribu simpatisan dan relawan amin di bone makassar sulawesi selatan  ,rt membludak pagi rabu januari anies temui puluhan ribu simpatisan relawan amin bone makassar sulawesi selatan,110
Pasangan Paket Komplit Ganjar Pranowo - Mahfud MD calon pemimpin yang punya hati rakyat. Pilih Ganjar untuk Indonesia yang lebih adil. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/SsbipwmxPQ,Politik,pasangan paket komplit ganjar pranowo  mahfud md calon pemimpin yang punya hati rakyat pilih ganjar untuk indonesia yang lebih adil    ,pasangan paket komplit ganjar pranowo mahfud md calon pemimpin hati rakyat pilih ganjar indonesia adil,102
"RT Anies menyampaikan bahwa cyber security masuk sebagai ""sektor pertahanan"" dan itu poin yang bagus, terlebih Anies bukan dari kalangan militer sehingga bisa lebih ""luas"" melihat pertahanan siber kita, dan itu memang ancaman yang nyata dan juga bisa terjadi kapan saja, karena itu juga TNI cukup serius dalam membentuk Satsiber. Sempat menyinggung kenaikan anggaran pertahanan juga, bagus kalau menyadari hal tersebut, cukup menjadi ""counter"" untuk cawapresnya sendiri. [RE RandomWorldWar]",Pertahanan dan Keamanan,rt anies menyampaikan bahwa cyber security masuk sebagai sektor pertahanan dan itu poin yang bagus terlebih anies bukan dari kalangan militer sehingga bisa lebih luas melihat pertahanan siber kita dan itu memang ancaman yang nyata dan juga bisa terjadi kapan saja karena itu juga tni cukup serius dalam membentuk satsiber sempat menyinggung kenaikan anggaran pertahanan juga bagus kalau menyadari hal tersebut cukup menjadi counter untuk cawapresnya sendiri ,rt anies cyber security masuk sektor pertahanan poin bagus anies kalangan militer luas pertahanan siber ancaman nyata tni serius membentuk satsiber menyinggung kenaikan anggaran pertahanan bagus menyadari counter cawapresnya,224
"RT Pak @aNswfTMnaKVly7X92+OZbWHOq7bIsJOvuW1z7so+xkc= skedar mau ngasih tahu. @YITcQy1pSWkGxn1MQI3bnpw/WnHYgWr+VTkfALdsYo8= adalah relawan Projo yang membela sangat keras ketika panjenengan difitnah dan diserang oleh kubu Prabowo di pilpres sebelumnya. Sekarang, dia ditangkap karena mengkritik soal netralitas aparat penyelenggara pemilu dan berjuang utk demokrasi yg baik buat negeri ini. Perlu dicatat! Palti bukan koruptor, bukan maling, bukan penghina Jogja sprti AA, bukan pemfitnah Cawapres seperti pegawai Partai anak panjenengan, dan dia juga bukan pelanggar HAM yang tangannya pernah berlumuran darah menghilangkan banyak nyawa para aktivis. Bahkan, dia juga bukan teroris! Trus mengapa @+zsvAxgRbgmqQDPsl50j/ocp+/EmpH83pv8c/lhnwnc= langsung ditangkap saat dini hari jam 3 ? Mau nakut-nakuti atau gimana ? Kebenaran akan selalu menemukan jalannya. #SavePalti ÃƒÂ¢Ã‚ËœÃ‚â€¢ÃƒÂ¯Ã‚Â¸Ã‚Â [RE yusuf_dumdum]",Politik,rt pak  skedar mau ngasih tahu  adalah relawan projo yang membela sangat keras ketika panjenengan difitnah dan diserang oleh kubu prabowo di pilpres sebelumnya sekarang dia ditangkap karena mengkritik soal netralitas aparat penyelenggara pemilu dan berjuang utk demokrasi yg baik buat negeri ini perlu dicatat palti bukan koruptor bukan maling bukan penghina jogja sprti aa bukan pemfitnah cawapres seperti pegawai partai anak panjenengan dan dia juga bukan pelanggar ham yang tangannya pernah berlumuran darah menghilangkan banyak nyawa para aktivis bahkan dia juga bukan teroris trus mengapa  langsung ditangkap saat dini hari jam   mau nakutnakuti atau gimana  kebenaran akan selalu menemukan jalannya   ,rt skedar ngasih relawan projo membela keras panjenengan difitnah diserang kubu prabowo pilpres ditangkap mengkritik netralitas aparat penyelenggara pemilu berjuang utk demokrasi yg negeri dicatat palti koruptor maling penghina jogja sprti aa pemfitnah cawapres pegawai partai anak panjenengan pelanggar ham tangannya berlumuran darah menghilangkan nyawa aktivis teroris trus langsung ditangkap jam nakutnakuti gimana kebenaran menemukan jalannya,446
"@wpTYPLOiXEv0nDcYQpNhfKK+gsJdUgt8iUVBodCUGp0= Dibaca baik2, itu untuk org miskin. Dan org miskin sdh di cover dgn KIP. Yg diabaikan pemerintah itu kalangan menengah bagian bawah, dan program AMIN ada disitu. untuk lengkapnya nonton desak ANIES",Sosial Budaya, dibaca baik itu untuk org miskin dan org miskin sdh di cover dgn kip yg diabaikan pemerintah itu kalangan menengah bagian bawah dan program amin ada disitu untuk lengkapnya nonton desak anies,dibaca org miskin org miskin sdh cover dgn kip yg diabaikan pemerintah kalangan menengah program amin disitu lengkapnya nonton desak anies,138
RT Warganet Jakarta semakin meyakini bahwa Prabowo adalah pemimpin yang bisa mengubah Jakarta menjadi lebih baik. @9s9rwfht+AhTtLfF5BGrwptlsd3M2nytrHCP7cZgFFU= https://t.co/dqZug2AQPX [RE ahmdagustina15],Politik,rt warganet jakarta semakin meyakini bahwa prabowo adalah pemimpin yang bisa mengubah jakarta menjadi lebih baik   ,rt warganet jakarta prabowo pemimpin mengubah jakarta,53
RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2],Sosial Budaya,rt abah anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup   ,rt abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,79
Calon Presiden RI No Urut 3 Ganjar Pranowo mengajak kita semua untuk ikut serta menjaga integritas Konstitusi atau aturan dasar negara.#GanjarPranowoPilihanUmat https://t.co/dZc1Vbm3KA,Ideologi,calon presiden ri no urut  ganjar pranowo mengajak kita semua untuk ikut serta menjaga integritas konstitusi atau aturan dasar negara ,calon presiden ri no urut ganjar pranowo mengajak menjaga integritas konstitusi aturan dasar negara,99
"Suara kita adalah kekuatan, mari gunakan kekuatan itu untuk memilih Ganjar Pranowo Mahfud MD sebagai pemimpin yang mampu membawa Indonesia ke tingkat lebih baik. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/c9NxObJjuy",Politik,suara kita adalah kekuatan mari gunakan kekuatan itu untuk memilih ganjar pranowo mahfud md sebagai pemimpin yang mampu membawa indonesia ke tingkat lebih baik    ,suara kekuatan mari kekuatan memilih ganjar pranowo mahfud md pemimpin membawa indonesia tingkat,96
"Ganjar Mahfud, harmoni dalam perbedaan untuk kemajuan bangsa bersama JNK. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/GkBqRrvYGf",Politik,ganjar mahfud harmoni dalam perbedaan untuk kemajuan bangsa bersama jnk    ,ganjar mahfud harmoni perbedaan kemajuan bangsa jnk,51
"Sikap tegas Ganjar- mencerminkan komitmen mereka terhadap transparansi tanpa mengorbankan kepentingan nasional. Tiga Kali Lebih Sejahtera, Untuk Indonesia Hebat! @W2iGdqQmMI6nUh8rmXLn6wh2u0L4oZ32gSX3wazFu+k= #GanjarMahfud2024 #GanjarPresidenRakyat #KratonBersamaRakyat https://t.co/rrbAe6ethA",Politik,sikap tegas ganjar mencerminkan komitmen mereka terhadap transparansi tanpa mengorbankan kepentingan nasional tiga kali lebih sejahtera untuk indonesia hebat     ,sikap ganjar mencerminkan komitmen transparansi mengorbankan kepentingan nasional kali sejahtera indonesia hebat,112
"Anies tuh bisa jadi guru privat nista agama, mumpung lagi lowong jabatan. Ganjar lebih cocok jadi guru kebijakan yang bijak. @1zYak2MK94uwm9A51bBlVJlfPSEvZVlHBVZSFgJNv4k= https://t.co/7iKMeX5moi",Politik,anies tuh bisa jadi guru privat nista agama mumpung lagi lowong jabatan ganjar lebih cocok jadi guru kebijakan yang bijak  ,anies tuh guru privat nista agama mumpung lowong jabatan ganjar cocok guru kebijakan bijak,90
"RT Ketika Cici dari Tionghoa Bertanya ke Pak Anies "" mengapa Banyak gereja yg sudah dapat izin untuk Membangun tidak di Publikasikan oleh pak Anies ???"" https://t.co/w2QdRCYasW [RE Yurissa_Samosir]",Politik,rt ketika cici dari tionghoa bertanya ke pak anies  mengapa banyak gereja yg sudah dapat izin untuk membangun tidak di publikasikan oleh pak anies   ,rt cici tionghoa anies gereja yg izin membangun publikasikan anies,66
"Calon Presiden RI No Urut 3 Ganjar Pranowo gak main-main dalam menjaga Konstitusi atau aturan dasar negara, itulah kenapa kita bisa percaya padanya.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/EWCl4qjskh",Ideologi,calon presiden ri no urut  ganjar pranowo gak mainmain dalam menjaga konstitusi atau aturan dasar negara itulah kenapa kita bisa percaya padanya   ,calon presiden ri no urut ganjar pranowo gak mainmain menjaga konstitusi aturan dasar negara percaya,100
"RT AHY: Jika Indonesia Dipimpin Prabowo-Gibran, Makin Maju, Rakyat Makin Sejahtera https://t.co/7TEPzg3zFW [RE VIVAcoid]",Politik,rt ahy jika indonesia dipimpin prabowogibran makin maju rakyat makin sejahtera  ,rt ahy indonesia dipimpin prabowogibran maju rakyat sejahtera,61
"@I0Vu3q73olI0ovC7P6ZooCV0wUCg7m5/DbtdWzepBz8= @B3RMyWygu/WrTMBBwOUNl55Z4Pj814N6CT8bCFYXvWc= @FMGIwVL1vtylBMPyt2dfnAgWYIQ8p6Rsrs2zxd01dJg= Maksud pak Prabowo tetang Gaza itu militernya yg lemah, malah pd bilang beliau Zionis atau pro israel padahal beliau",Politik,   maksud pak prabowo tetang gaza itu militernya yg lemah malah pd bilang beliau zionis atau pro israel padahal beliau,maksud prabowo tetang gaza militernya yg lemah pd bilang beliau zionis pro israel beliau,88
"RT Zar, kenapa lu menganggap ini kompetisi? Ketika kekuasaan itu didapat, Prabowo akan semakin leluasa lepas dari tuntutan kejahatan HAM-nya. Semua Ex-Bedil letingan dia, semakin sulit dimintakan pertanggungjawabannya. Mereka berparpol aja, udah bikin sulit. Apalagi jika berkuasa. https://t.co/JfHHDuukFg [RE kopididid]",Politik,rt zar kenapa lu menganggap ini kompetisi ketika kekuasaan itu didapat prabowo akan semakin leluasa lepas dari tuntutan kejahatan hamnya semua exbedil letingan dia semakin sulit dimintakan pertanggungjawabannya mereka berparpol aja udah bikin sulit apalagi jika berkuasa  ,rt zar lu menganggap kompetisi kekuasaan prabowo leluasa lepas tuntutan kejahatan hamnya exbedil letingan sulit dimintakan pertanggungjawabannya berparpol aja udah bikin sulit berkuasa,184
